,lat,lon,timestamp,amenity,tags,name
528,49.2906218,-123.133851,2021-07-25T03:06:49.000-07:00,fast_food,"{'brand:wikidata': 'Q38076', 'addr:province': 'BC', 'addr:housenumber': '1701', 'internet_access': 'wlan', 'brand:wikipedia': ""en:McDonald's"", 'opening_hours': '24/7', 'cuisine': 'burger', 'addr:street': 'Robson Street', 'takeaway': 'yes', 'brand': ""McDonald's"", 'addr:city': 'Vancouver'}",McDonald's
567,49.2842686,-123.1197597,2018-02-10T15:24:53.000-08:00,fast_food,"{'opening_hours': 'Mo-Fr 07:00-15:00', 'cuisine': 'sandwich', 'website': 'http://www.smokehousesandwich.ca', 'phone': '+1-604-620-0766'}",Smokehouse Sandwich Co
571,49.2865534,-123.128081,2021-07-03T02:50:47.000-07:00,fast_food,"{'addr:province': 'BC', 'website': 'https://chong-qing-restaurant-online-ordering.securebrygid.com', 'addr:housenumber': '1260', 'phone': '+1-604-568-0303', 'opening_hours': 'Mo-Su 11:30-22:00', 'cuisine': 'chinese', 'addr:street': 'Robson Street', 'addr:postcode': 'V6E 1C1', 'addr:city': 'Vancouver'}",Chongqing on Robson
573,49.2867409,-123.128421,2022-03-06T00:05:05.000-08:00,fast_food,"{'opening_hours:signed': 'no', 'addr:province': 'BC', 'addr:housenumber': '1282', 'drive_through': 'no', 'cuisine': 'indian', 'addr:street': 'Robson Street', 'addr:city': 'Vancouver'}",A Taste of India
600,49.1398614,-123.137394,2022-06-19T21:59:56.000-07:00,fast_food,"{'brand:wikidata': 'Q524757', 'website': 'http://kfc.ca', 'internet_access': 'wlan', 'brand:wikipedia': 'en:KFC', 'cuisine': 'chicken', 'takeaway': 'yes', 'addr:postcode': 'V7A 1W6', 'alt_name': 'Kentucky Fried Chicken', 'phone': '+1-604-272-2472', 'drive_through': 'no', 'opening_hours': 'Mo-Th 11:00-22:00; Sa-Su 11:00-17:00; Fr 11:00-18:00', 'brand': 'KFC'}",KFC
601,49.1486188,-123.1358921,2009-09-01T22:49:26.000-07:00,fast_food,{},Pizza Hut (takeout)
602,49.1330851,-123.0940869,2019-08-24T15:12:34.000-07:00,fast_food,"{'brand:wikidata': 'Q38076', 'website': 'http://www.mcdonalds.ca/', 'internet_access': 'wlan', 'drive_through': 'yes', 'brand:wikipedia': ""en:McDonald's"", 'opening_hours': '24/7', 'cuisine': 'burger', 'takeaway': 'yes', 'brand': ""McDonald's""}",McDonald's
603,49.1329977,-123.0973124,2019-08-24T15:12:34.000-07:00,fast_food,"{'brand:wikidata': 'Q177054', 'cuisine': 'burger', 'takeaway': 'yes', 'brand': 'Burger King', 'brand:wikipedia': 'en:Burger King'}",Burger King
620,49.2860548,-123.125171,2022-07-29T04:50:51.000-07:00,fast_food,"{'brand:wikidata': 'Q2818848', 'addr:province': 'BC', 'addr:housenumber': '1158', 'brand:wikipedia': 'en:A&W (Canada)', 'opening_hours': '24/7', 'cuisine': 'burger', 'addr:street': 'Alberni Street', 'takeaway': 'yes', 'brand': 'A&W', 'addr:city': 'Vancouver'}",A&W
621,49.2860886,-123.125231,2022-07-29T04:50:51.000-07:00,fast_food,"{'brand:wikidata': 'Q244457', 'addr:province': 'BC', 'addr:housenumber': '1162', 'drive_through': 'no', 'brand:wikipedia': 'en:Subway (restaurant)', 'opening_hours': 'Mo-Fr 08:00-21:00; Sa,Su 09:00-21:00', 'cuisine': 'sandwich', 'addr:street': 'Alberni Street', 'takeaway': 'yes', 'brand': 'Subway', 'addr:city': 'Vancouver'}",Subway
656,49.0558043,-122.2722298,2022-03-15T22:30:29.000-07:00,fast_food,"{'brand:wikidata': 'Q244457', 'website': 'http://subway.ca', 'ref': 'Store #67123', 'phone': '+1-604-776-1122', 'brand:wikipedia': 'en:Subway (restaurant)', 'opening_hours': 'Mo-Fr 07:00-22:00; Sa-Su 08:00-22:00', 'cuisine': 'sandwich', 'takeaway': 'yes', 'brand': 'Subway'}",Subway
659,49.13295,-122.5818856,2019-05-27T10:58:25.000-07:00,fast_food,"{'cuisine': 'burger', 'addr:housenumber': '23182', 'addr:street': '232 Street'}",Triple O's
686,49.1771813,-122.6691551,2019-06-07T13:28:04.000-07:00,fast_food,"{'brand:wikidata': 'Q38076', 'addr:housenumber': '19955', 'internet_access': 'wlan', 'brand:wikipedia': ""en:McDonald's"", 'cuisine': 'burger', 'name:en': ""McDonald's"", 'addr:street': '96 Avenue', 'takeaway': 'yes', 'brand': ""McDonald's""}",McDonald's
689,49.2029085,-122.9087478,2021-06-01T20:46:41.000-07:00,fast_food,"{'cuisine': 'donair;pita', 'drive_through': 'no'}",Shawarma Corner
690,49.2116716,-122.924285,2022-10-01T07:08:43.000-07:00,fast_food,"{'brand:wikidata': 'Q17111672', 'level': '0', 'brand:wikipedia': 'en:Panago', 'cuisine': 'pizza', 'name:en': 'Panago', 'takeaway': 'yes', 'brand': 'Panago'}",Panago
700,49.1126928,-122.6723021,2019-09-13T13:56:59.000-07:00,fast_food,"{'brand:wikidata': 'Q465751', 'official_name': 'Chipotle Mexican Grill', 'addr:housenumber': '19898', 'brand:wikipedia': 'en:Chipotle Mexican Grill', 'cuisine': 'mexican', 'addr:street': 'Langley Bypass', 'takeaway': 'yes', 'brand': 'Chipotle', 'addr:unit': '110', 'addr:city': 'Langley'}",Chipotle
806,49.1997306,-122.778462,2021-08-31T02:50:59.000-07:00,fast_food,"{'brand:wikidata': 'Q2818848', 'website': 'https://web.aw.ca/en/our-menu', 'internet_access': 'wlan', 'brand:wikipedia': 'en:A&W (Canada)', 'internet_access:fee': 'no', 'cuisine': 'burger', 'takeaway': 'yes', 'addr:postcode': 'V4N 1P2', 'addr:unit': '101', 'addr:city': 'Surrey', 'addr:housenumber': '16033', 'smoking': 'no', 'opening_hours': 'Mo-Su 06:00-22:00', 'outdoor_seating': 'yes', 'addr:street': '108 Avenue', 'brand': 'A&W'}",A&W
819,49.2037589,-122.9046452,2022-06-18T23:30:42.000-07:00,fast_food,"{'opening_hours': 'Mo-Su 12:00-20:00', 'note': 'Open from May to Labour day.', 'cuisine': 'burger;ice_cream', 'website': 'newwestpcr.ca'}",Eats at the Pier
821,49.0497709,-122.319001,2021-11-11T19:37:04.000-08:00,fast_food,"{'opening_hours': 'PH,Su 11:00-17:00; Mo-We,Sa 09:30-17:30; Th,Fr 09:30-21:00', 'official_name': 'Kami Sushi Enterprises', 'cuisine': 'sushi', 'website': 'https://www.healthspace.ca/clients/FHA/FHA_Website.nsf/Food-FacilityHistory?OpenView&RestrictToCategory=C8A57E6F8E89394288257C3F0074E5BD', 'addr:unit': '24B'}",Kami Sushi
839,49.1967129,-123.1395095,2020-01-13T01:51:46.000-08:00,fast_food,"{'cuisine': 'hot_dog', 'addr:unit': '64'}",JAPADOG
865,49.052271,-122.3226554,2020-12-19T09:37:12.000-08:00,fast_food,"{'website': 'https://m.facebook.com/Lullys-Mobile-Food-Experience-869975846380585', 'alt_name': ""Lully's Mobile Food Experience"", 'phone': '+1-250-384-0403', 'description': 'Montreal Old Fashioned Smoked Meat', 'cuisine': 'sandwich', 'url': 'http://lullys.ca'}",Lully's Sandwich Bar
878,49.2501163,-122.892302,2021-11-23T01:37:20.000-08:00,fast_food,"{'brand:wikidata': 'Q38076', 'internet_access': 'wlan', 'drive_through': 'yes', 'brand:wikipedia': ""en:McDonald's"", 'opening_hours': '24/7', 'cuisine': 'burger', 'addr:street': 'North Road', 'takeaway': 'yes', 'brand': ""McDonald's""}",McDonald's
880,49.1743721,-122.666467,2022-06-17T03:47:21.000-07:00,fast_food,"{'name:en': ""Triple-O's""}",Triple-O's
901,49.1239129,-123.1863673,2014-03-24T02:19:11.000-07:00,fast_food,"{'cuisine': 'fish_and_chips', 'url': 'http://www.pajos.com'}",Pajo's Fish and Chips
903,49.2468123,-123.0683041,2022-09-01T03:18:54.000-07:00,fast_food,"{'brand:wikidata': 'Q244457', 'brand:wikipedia': 'en:Subway (restaurant)', 'opening_hours': 'Mo-Fr 08:00-22:00; Sa 08:00-22:00; Su 09:00-22:00', 'cuisine': 'sandwich', 'takeaway': 'yes', 'brand': 'Subway'}",Subway
910,49.2191586,-122.969566,2022-04-07T04:20:13.000-07:00,fast_food,"{'brand:wikidata': 'Q2759586', 'delivery': 'yes', 'website': 'https://locations.papajohns.com/canada/bc/v5e-1c5/burnaby/6462-kingsway', 'addr:housenumber': '6462', 'phone': '+1-604-544-6622', 'brand:wikipedia': ""en:Papa John's"", 'cuisine': 'pizza', 'addr:street': 'Kingsway', 'takeaway': 'yes', 'brand': ""Papa John's"", 'url': 'http://www.papajohnspizza.ca/Menu.aspx?T=t&RestaurantID=7288a6a4-eadc-4854-bfea-12fb1911f6b5'}",Papa John's
911,49.2196492,-122.969212,2021-01-11T05:50:51.000-08:00,fast_food,"{'brand:wikidata': 'Q2818848', 'addr:housenumber': '6535', 'phone': '+1-604 433-6212', 'drive_through': 'yes', 'brand:wikipedia': 'en:A&W (Canada)', 'opening_hours': '24/7', 'cuisine': 'burger', 'addr:street': 'Kingsway', 'takeaway': 'yes', 'brand': 'A&W'}",A&W
912,49.2196001,-122.9683,2021-05-17T18:26:45.000-07:00,fast_food,"{'brand:wikidata': 'Q244457', 'website': 'https://restaurants.subway.com/canada/bc/burnaby/6569-kingsway', 'addr:housenumber': '6569', 'phone': '+1-604-436-5003', 'drive_through': 'no', 'brand:wikipedia': 'en:Subway (restaurant)', 'opening_hours': 'Mo-Fr 09:00-21:00; Sa 10:00-20:30; Su 10:30-19:00', 'cuisine': 'sandwich', 'addr:street': 'Kingsway', 'takeaway': 'yes', 'brand': 'Subway'}",Subway
913,49.2196141,-122.9685904,2019-06-29T22:44:48.000-07:00,fast_food,"{'brand:wikidata': 'Q17111672', 'wheelchair': 'yes', 'brand:wikipedia': 'en:Panago', 'cuisine': 'pizza', 'takeaway': 'yes', 'brand': 'Panago', 'url': 'https://www.panago.com/'}",Panago
914,49.2218272,-122.9969589,2022-07-21T06:03:15.000-07:00,fast_food,"{'brand:wikidata': 'Q839466', 'delivery': 'yes', 'website': 'https://pizza.dominos.ca/Burnaby-British-Columbia-10082/', 'brand:wikipedia': ""en:Domino's Pizza"", 'cuisine': 'pizza', 'takeaway': 'yes', 'addr:housenumber': '4730', 'phone': '+1-604-438-1131', 'drive_through': 'no', 'opening_hours': 'Su-Th 11:00-1:00; Fr-Sa 11:00-3:00', 'short_name': ""Domino's"", 'addr:street': 'Imperial Street', 'brand': ""Domino's""}",Domino's
922,49.2331055,-123.0657587,2022-04-18T17:39:26.000-07:00,fast_food,"{'brand:wikidata': 'Q38076', 'internet_access': 'wlan', 'brand:wikipedia': ""en:McDonald's"", 'cuisine': 'burger', 'takeaway': 'yes', 'brand': ""McDonald's""}",McDonald's
923,49.2331195,-123.0659733,2022-04-18T17:39:26.000-07:00,fast_food,"{'cuisine': 'chinese', 'addr:housenumber': '5659', 'addr:street': 'Victoria Drive'}",Kent's Kitchen
930,49.2256886,-123.0777235,2010-07-18T06:38:41.000-07:00,fast_food,{},Papa Dave's Pizza Indian Cuisine
931,49.2182564,-123.0773813,2020-01-02T00:34:56.000-08:00,fast_food,"{'brand:wikidata': 'Q38076', 'website': 'http://www.mcdonalds.ca/', 'addr:housenumber': '7295', 'internet_access': 'wlan', 'brand:wikipedia': ""en:McDonald's"", 'opening_hours': '24/7', 'cuisine': 'burger', 'addr:street': 'Knight Street', 'takeaway': 'yes', 'brand': ""McDonald's""}",McDonald's
934,49.2256116,-123.0777236,2019-09-27T12:18:43.000-07:00,fast_food,"{'brand:wikidata': 'Q524757', 'alt_name': 'Kentucky Fried Chicken', 'brand:wikipedia': 'en:KFC', 'cuisine': 'chicken', 'takeaway': 'yes', 'brand': 'KFC'}",KFC
955,49.2634907,-123.11626,2022-03-26T18:31:49.000-07:00,fast_food,"{'brand:wikidata': 'Q38076', 'addr:province': 'BC', 'website': 'http://www.mcdonalds.ca/', 'internet_access': 'wlan', 'brand:wikipedia': ""en:McDonald's"", 'cuisine': 'burger', 'takeaway': 'yes', 'addr:postcode': 'V5Z 1E6', 'addr:city': 'Vancouver', 'addr:housenumber': '537', 'phone': '+1-604-718-1061', 'addr:street': 'West Broadway', 'brand': ""McDonald's""}",McDonald's
971,49.2633536,-123.1137363,2022-01-06T00:43:06.000-08:00,fast_food,"{'brand:wikidata': 'Q244457', 'addr:housenumber': '433', 'phone': '+1-604-569-3961', 'brand:wikipedia': 'en:Subway (restaurant)', 'cuisine': 'sandwich', 'outdoor_seating': 'no', 'addr:street': 'West Broadway', 'takeaway': 'yes', 'brand': 'Subway', 'addr:postcode': 'V5Y 1R4', 'addr:city': 'Vancouver'}",Subway
973,49.2634886,-123.1215189,2020-09-26T10:50:53.000-07:00,fast_food,"{'brand:wikidata': 'Q2818848', 'addr:housenumber': '777', 'drive_through': 'no', 'brand:wikipedia': 'en:A&W (Canada)', 'cuisine': 'burger', 'addr:street': 'West Broadway', 'takeaway': 'yes', 'brand': 'A&W', 'addr:city': 'Vancouver'}",A&W
1001,49.2195297,-123.0408142,2019-08-11T00:05:00.000-07:00,fast_food,"{'brand:wikidata': 'Q1393809', 'cuisine': 'pizza', 'takeaway': 'yes', 'brand': 'Little Caesars', 'brand:wikipedia': 'en:Little Caesars'}",Little Caesars
1012,49.2725297,-123.056204,2021-10-27T07:02:17.000-07:00,fast_food,"{'brand:wikidata': 'Q17111672', 'delivery': 'yes', 'addr:housenumber': '1386', 'drive_through': 'no', 'brand:wikipedia': 'en:Panago', 'opening_hours': 'Su-Th 11:00-00:00; Fr,Sa 11:00-01:00; PH 11:00-00:00', 'cuisine': 'pizza', 'addr:street': 'Nanaimo Street', 'takeaway': 'yes', 'brand': 'Panago', 'addr:city': 'Vancouver'}",Panago
1235,49.2195995,-122.968017,2021-05-17T18:26:45.000-07:00,fast_food,"{'brand:wikidata': 'Q1089932', 'website': 'https://www.churchschicken.ca/british-columbia/locations/103-6591-kingsway-burnaby/', 'brand:wikipedia': ""en:Church's Chicken"", 'cuisine': 'chicken', 'takeaway': 'yes', 'addr:unit': '103', 'addr:city': 'Burnaby', 'addr:housenumber': '6591', 'phone': '+1-778-379-5100', 'drive_through': 'no', 'opening_hours': '24/7', 'addr:street': 'Kingsway', 'brand': ""Church's Chicken""}",Church's Chicken
1241,49.2128537,-122.9368713,2019-07-10T04:41:29.000-07:00,fast_food,"{'brand:wikidata': 'Q244457', 'brand:wikipedia': 'en:Subway (restaurant)', 'cuisine': 'sandwich', 'name:en': 'Subway', 'takeaway': 'yes', 'brand': 'Subway'}",Subway
1246,49.2289752,-123.004759,2022-08-20T03:32:23.000-07:00,fast_food,"{'name:en': 'Fung May', 'level': '1', 'addr:unit': '2301'}",Fung May
1248,49.2287084,-123.004951,2022-08-20T03:32:23.000-07:00,fast_food,"{'website': 'https://www.jgfcwest.ca/', 'addr:housenumber': '4500', 'phone': '+1-604-559-9380', 'level': '1', 'addr:street': 'Kingsway', 'addr:unit': '2121', 'survey:date': '2022-08-18'}",J & G Fried Chicken
1249,49.2287171,-123.004694,2022-08-20T03:32:23.000-07:00,fast_food,"{'name:en': 'Bo Wah', 'level': '1', 'addr:unit': '2119'}",Bo Wah
1250,49.2286734,-123.0047024,2022-08-20T03:32:23.000-07:00,fast_food,"{'level': '1', 'addr:unit': '2118', 'survey:date': '2022-08-18'}",Shanghai Fortune Cuisine
1252,49.2286928,-123.0049605,2022-09-28T02:43:05.000-07:00,fast_food,"{'payment:cards': 'no', 'payment:credit_cards': 'no', 'level': '1', 'check_date': '2022-09-26', 'payment:debit_cards': 'no', 'takeaway': 'yes', 'addr:unit': '2128', 'survey:date': '2022-08-18'}",Yunnan Cross Bridge Rice Noodle
1253,49.2287233,-123.005074,2022-08-20T03:32:23.000-07:00,fast_food,"{'level': '1', 'addr:unit': '2130', 'survey:date': '2022-08-18'}",Crystal Cafe
1255,49.2287426,-123.0051256,2022-08-20T03:32:23.000-07:00,fast_food,"{'name:en': '99 Bbq', 'level': '1', 'addr:unit': '2131'}",99 Bbq
1259,49.228991,-123.0048261,2022-08-20T03:32:23.000-07:00,fast_food,"{'name:en': 'Best Noodle', 'level': '1', 'addr:unit': '2302'}",Best Noodle
1260,49.2287748,-123.004688,2022-08-20T03:32:23.000-07:00,fast_food,"{'level': '1', 'addr:unit': '2120', 'survey:date': '2022-08-18'}",Happy Ice House
1261,49.2285999,-123.0047059,2022-08-20T03:32:23.000-07:00,fast_food,"{'name:en': 'Want Want', 'level': '1', 'addr:unit': '2116'}",Want Want
1262,49.2285573,-123.004716,2022-08-20T03:32:23.000-07:00,fast_food,"{'name:en': 'Chao Shou', 'level': '1', 'addr:unit': '2113'}",Chao Shou
1263,49.2285195,-123.0047179,2022-09-02T04:28:58.000-07:00,fast_food,"{'name:en': 'Delicious B.b.q.', 'level': '1', 'addr:unit': '2112'}",Delicious B.b.q.
1264,49.2284351,-123.0049538,2017-03-22T04:32:42.000-07:00,fast_food,"{'addr:housenumber': '2110', 'name:en': 'Shanghai Dimsum'}",Shanghai Dimsum
1266,49.2285576,-123.0049251,2022-08-20T03:32:23.000-07:00,fast_food,"{'name:en': 'Huaxi', 'level': '1', 'addr:unit': '2126'}",Huaxi
1267,49.2286059,-123.0049011,2022-08-20T03:32:23.000-07:00,fast_food,"{'alt_name': 'Olive Tree Royal Kitchen', 'old_name': 'Ipoh Bean Sprout Chicken', 'level': '1', 'cuisine': 'malaysian', 'name:en': 'Ipoh Malaysian Cuisine', 'addr:unit': '2127', 'name:zh': '怡保马来美食'}",Ipoh Malaysian Cuisine
1269,49.2287064,-123.0050137,2022-09-28T02:43:05.000-07:00,fast_food,"{'payment:cards': 'no', 'payment:credit_cards': 'no', 'phone': '+1-604-438-3348', 'level': '1', 'check_date': '2022-09-26', 'cuisine': 'hong_kong', 'payment:debit_cards': 'no', 'addr:unit': '2129', 'survey:date': '2022-08-18'}",Kingspark Good Food
1278,49.2287671,-123.0052002,2022-08-20T03:32:23.000-07:00,fast_food,"{'name:en': 'Kasuga', 'level': '1', 'addr:unit': '2132', 'survey:date': '2022-08-18'}",Kasuga Sushi and Grill
1279,49.2287982,-123.005247,2022-09-28T02:43:05.000-07:00,fast_food,"{'payment:mastercard': 'yes', 'website': 'http://www.oldxiansfood.ca/', 'level': '1', 'cuisine': ""chinese;xi'an"", 'payment:visa': 'yes', 'addr:unit': '2133', 'survey:date': '2022-08-18', 'addr:housenumber': '4500', 'phone': '+1-604-559-7156', 'check_date': '2022-09-26', 'opening_hours': 'Mo-Su 10:30-19:30', 'name:en': ""Old Xian's Food"", 'addr:street': 'Kingsway', 'name:zh-Hans': '老西安'}",Old Xian's Food
1280,49.2288285,-123.0052983,2022-08-20T03:32:23.000-07:00,fast_food,"{'level': '1', 'addr:unit': '2135', 'survey:date': '2022-08-18'}",Hung's Teppanyaki
1281,49.2289212,-123.00524,2022-08-20T03:32:23.000-07:00,fast_food,"{'level': '1', 'addr:unit': '2136', 'survey:date': '2022-08-18'}",More Chilli Bowl
1282,49.2289438,-123.0051888,2022-08-20T03:32:23.000-07:00,fast_food,"{'level': '1', 'addr:unit': '2137', 'survey:date': '2022-08-18'}",Mad Chicken
1283,49.228968,-123.0051391,2022-08-20T03:32:23.000-07:00,fast_food,"{'name:en': 'Ba Shu', 'level': '1', 'addr:unit': '2138'}",Ba Shu
1323,49.2567827,-123.184916,2019-08-29T19:07:45.000-07:00,fast_food,"{'brand:wikidata': 'Q1141226', 'brand:wikipedia': 'en:Dairy Queen', 'opening_hours': 'Mo-Su 10:30-22:00', 'cuisine': 'ice_cream;burger', 'name:en': 'Dairy Queen', 'takeaway': 'yes', 'brand': 'Dairy Queen'}",Dairy Queen
1325,49.171823,-122.6674842,2019-06-07T13:28:04.000-07:00,fast_food,"{'brand:wikidata': 'Q1936229', 'brand:wikipedia': 'en:Quiznos', 'cuisine': 'sandwich', 'name:en': 'Quiznos Subs', 'takeaway': 'yes', 'brand': 'Quiznos'}",Quiznos
1472,49.3264468,-123.120425,2021-02-13T00:19:02.000-08:00,fast_food,"{'brand:wikidata': 'Q17111672', 'brand:wikipedia': 'en:Panago', 'cuisine': 'pizza', 'name:en': 'Panago', 'takeaway': 'yes', 'brand': 'Panago'}",Panago
1474,49.2908865,-123.1342622,2022-05-01T18:34:48.000-07:00,fast_food,"{'brand:wikidata': 'Q244457', 'addr:province': 'BC', 'brand:wikipedia': 'en:Subway (restaurant)', 'cuisine': 'sandwich', 'takeaway': 'yes', 'addr:unit': '3', 'addr:city': 'Vancouver', 'addr:housenumber': '1725', 'opening_hours': 'Mo-Fr 07:00-02:00, Sa 08:00-02:00, Su 09:00-02:00', 'name:en': 'Subway', 'addr:street': 'Robson Street', 'brand': 'Subway'}",Subway
1476,49.1659998,-122.6645407,2019-08-24T15:24:21.000-07:00,fast_food,"{'brand:wikidata': 'Q4943796', 'brand:wikipedia': 'en:Booster Juice', 'cuisine': 'juice', 'name:en': 'Booster Juice', 'takeaway': 'yes', 'brand': 'Booster Juice'}",Booster Juice
1509,49.1186802,-122.6700701,2017-03-10T23:00:54.000-08:00,fast_food,"{'wheelchair': 'yes', 'cuisine': 'international', 'level': '0'}",Fresh Donair
1514,49.213342,-122.9375173,2017-03-11T04:01:06.000-08:00,fast_food,{'name:en': 'Quick Bite'},Quick Bite
1523,49.218633,-122.9551616,2019-07-02T01:21:58.000-07:00,fast_food,"{'brand:wikidata': 'Q177054', 'brand:wikipedia': 'en:Burger King', 'cuisine': 'burger', 'name:en': 'Burger King', 'takeaway': 'yes', 'brand': 'Burger King'}",Burger King
1525,49.2255444,-122.9968024,2018-04-21T18:51:10.000-07:00,fast_food,"{'level': '1', 'name:en': 'Chop n Toss'}",Chop n Toss
1527,49.2258643,-122.9969705,2019-05-27T03:58:18.000-07:00,fast_food,"{'brand:wikidata': 'Q177054', 'level': '1', 'brand:wikipedia': 'en:Burger King', 'cuisine': 'burger', 'takeaway': 'yes', 'brand': 'Burger King'}",Burger King
1528,49.2258877,-122.9975787,2019-07-20T18:37:01.000-07:00,fast_food,"{'cuisine': 'dim sum', 'name:en': 'Chef Tony Dim Sum', 'level': '1'}",Chef Tony Dim Sum
1529,49.2253972,-122.9972623,2019-02-03T01:58:34.000-08:00,fast_food,"{'level': '1', 'cuisine': 'mexican'}",Chronic Tacos
1530,49.2254547,-122.9975777,2019-05-27T03:58:18.000-07:00,fast_food,"{'brand:wikidata': 'Q7711610', 'level': '1', 'brand:wikipedia': 'en:Thaï Express', 'cuisine': 'thai', 'takeaway': 'yes', 'brand': 'Thaï Express'}",Thaï Express
1538,49.2254008,-122.997067,2019-02-03T01:58:33.000-08:00,fast_food,"{'level': '1', 'cuisine': 'japanese'}",Koya Japan
1539,49.2254531,-122.9968869,2019-05-27T03:58:18.000-07:00,fast_food,"{'brand:wikidata': 'Q244457', 'level': '1', 'brand:wikipedia': 'en:Subway (restaurant)', 'cuisine': 'sandwich', 'name:en': 'Subway', 'takeaway': 'yes', 'brand': 'Subway'}",Subway
1542,49.2257969,-122.9968887,2019-02-03T00:48:17.000-08:00,fast_food,{'level': '1'},Bubble Waffle Cafe
1543,49.2258275,-122.9969398,2019-05-27T03:58:18.000-07:00,fast_food,"{'brand:wikidata': 'Q6747622', 'level': '1', 'brand:wikipedia': 'en:Manchu Wok', 'cuisine': 'chinese', 'name:en': 'Manchu Wok', 'takeaway': 'yes', 'brand': 'Manchu Wok'}",Manchu Wok
1544,49.2254863,-122.9976519,2019-02-03T01:58:35.000-08:00,fast_food,"{'level': '1', 'cuisine': 'vietnamese'}",Vina Vietnamese
1545,49.2255226,-122.9977261,2019-02-03T01:58:36.000-08:00,fast_food,{'level': '1'},Chachi’s
1546,49.2255531,-122.9977931,2017-09-03T06:59:24.000-07:00,fast_food,"{'level': '1', 'name:en': 'U-Grill'}",U-Grill
1553,49.2259279,-122.9975146,2019-07-20T18:37:01.000-07:00,fast_food,{'level': '1'},Crêpe de Licious
1554,49.2258084,-122.9977187,2019-07-20T18:37:01.000-07:00,fast_food,"{'cuisine': 'indian', 'name:en': 'Curry Express', 'level': '1'}",Curry Express
1555,49.2257836,-122.9978073,2019-08-24T15:19:56.000-07:00,fast_food,"{'brand:wikidata': 'Q3355059', 'level': '1', 'brand:wikipedia': 'en:Orange Julius', 'cuisine': 'juice', 'name:en': 'Orange Julius', 'takeaway': 'yes', 'brand': 'Orange Julius'}",Orange Julius
1563,49.2275306,-122.999928,2021-05-12T07:02:35.000-07:00,fast_food,"{'level': '1', 'cuisine': 'pizza'}",HellCrust Pizza
